"experimentID","participantID","activity","activity_sub_type","date_time","surface","hand","toilet_type","sex","id","surfaceCategories"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:25:39 GMT+0098 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","2 CEW027","Cubicle"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:25:42 GMT+0099 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","2 CEW027","Cubicle"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:25:51 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","2 CEW027","Cubicle"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:26:06 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","2 CEW027","Personal"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:26:22 GMT+0100 (英国夏令时间)","Phone","both","Female","Female","2 CEW027","Personal"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:27:09 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","2 CEW027","Cubicle"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:27:13 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","2 CEW027","Personal"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:27:15 GMT+0100 (英国夏令时间)","Flush button","right","Female","Female","2 CEW027","Cubicle"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:28:03 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","2 CEW027","Personal"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:28:04 GMT+0100 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","2 CEW027","Cubicle"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:28:05 GMT+0100 (英国夏令时间)","Tap","right","Female","Female","2 CEW027","Hygiene"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:28:40 GMT+0100 (英国夏令时间)","Tap","left","Female","Female","2 CEW027","Hygiene"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:29:33 GMT+0100 (英国夏令时间)","Tap","right","Female","Female","2 CEW027","Hygiene"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:30:26 GMT+0100 (英国夏令时间)","Tissue paper","right","Female","Female","2 CEW027","Hygiene"
"RRDNK2201G","CEW027","Defecation",NA,",Touched Sun Aug 07 2022 13:31:27 GMT+0100 (英国夏令时间)","Inside door handle","left","Female","Female","2 CEW027","Door"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:32:35 GMT+0100 (英国夏令时间)","Outside door handle","left","Female","Female","3 CEW027","Door"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:32:40 GMT+0100 (英国夏令时间)","Inside door handle","right","Female","Female","3 CEW027","Door"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:32:40 GMT+0100 (英国夏令时间)","Cubicle door handle outside","left","Female","Female","3 CEW027","Cubicle"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:32:46 GMT+0100 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","3 CEW027","Cubicle"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:33:47 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","3 CEW027","Cubicle"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:34:26 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","3 CEW027","Personal"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:34:27 GMT+0100 (英国夏令时间)","Sanitary pad","right","Female","Female","3 CEW027","MHM"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:35:12 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","3 CEW027","Personal"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:35:13 GMT+0100 (英国夏令时间)","Sanitary pad","left","Female","Female","3 CEW027","MHM"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:35:16 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","3 CEW027","Personal"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:39:01 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","3 CEW027","Cubicle"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:39:02 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","3 CEW027","Personal"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:39:16 GMT+0100 (英国夏令时间)","Flush button","right","Female","Female","3 CEW027","Cubicle"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:39:35 GMT+0100 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","3 CEW027","Cubicle"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:39:36 GMT+0100 (英国夏令时间)","Tap","right","Female","Female","3 CEW027","Hygiene"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:39:41 GMT+0100 (英国夏令时间)","Tap","left","Female","Female","3 CEW027","Hygiene"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:39:43 GMT+0100 (英国夏令时间)","Tap","right","Female","Female","3 CEW027","Hygiene"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:39:49 GMT+0101 (英国夏令时间)","Tissue paper","right","Female","Female","3 CEW027","Hygiene"
"KIUPK2807W","CEW027","MHM","sanitary pad",",Touched Sun Aug 07 2022 13:39:57 GMT+0102 (英国夏令时间)","Inside door handle","left","Female","Female","3 CEW027","Door"
"YFNWG7094E","CEW033","Urination",NA,"Touched Sun Aug 07 2022 17:32:51 GMT+0100 (英国夏令时间)","Outside door handle","right","Female","Female","1 CEW033","Door"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:32:54 GMT+0100 (英国夏令时间)","Cubicle door handle outside","left","Female","Female","1 CEW033","Cubicle"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:32:54 GMT+0100 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","1 CEW033","Cubicle"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:32:58 GMT+0100 (英国夏令时间)","Cubicle door handle inside","right","Female","Female","1 CEW033","Cubicle"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:33:36 GMT+0100 (英国夏令时间)","Bag","right","Female","Female","1 CEW033","Personal"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:33:38 GMT+0100 (英国夏令时间)","Clothing","left","Female","Female","1 CEW033","Personal"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:33:41 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","1 CEW033","Cubicle"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:33:48 GMT+0100 (英国夏令时间)","Skin","right","Female","Female","1 CEW033","Personal"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:33:49 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","1 CEW033","Cubicle"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:33:57 GMT+0100 (英国夏令时间)","Cubicle door handle inside","right","Female","Female","1 CEW033","Cubicle"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:33:59 GMT+0100 (英国夏令时间)","Soap dispenser","right","Female","Female","1 CEW033","Hygiene"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:40:06 GMT+0100 (英国夏令时间)","Tap","right","Female","Female","1 CEW033","Hygiene"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:40:10 GMT+0101 (英国夏令时间)","Tap","right","Female","Female","1 CEW033","Hygiene"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:40:14 GMT+0102 (英国夏令时间)","Tap","right","Female","Female","1 CEW033","Hygiene"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:40:18 GMT+0103 (英国夏令时间)","Tissue paper","right","Female","Female","1 CEW033","Hygiene"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:40:21 GMT+0104 (英国夏令时间)","Tissue paper","right","Female","Female","1 CEW033","Hygiene"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:40:29 GMT+0105 (英国夏令时间)","Bin outside the cubicle","left","Female","Female","1 CEW033","Hygiene"
"YFNWG7094E","CEW033","Urination",NA,",Touched Sun Aug 07 2022 17:40:36 GMT+0106 (英国夏令时间)","Inside door handle","left","Female","Female","1 CEW033","Door"
"MPKNA1648J","CEW033","Defecation",NA,"Touched Sun Aug 07 2022 17:47:25 GMT+0100 (英国夏令时间)","Outside door handle","right","Female","Female","2 CEW033","Door"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:47:29 GMT+0100 (英国夏令时间)","Cubicle door handle outside","left","Female","Female","2 CEW033","Cubicle"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:47:31 GMT+0100 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","2 CEW033","Cubicle"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:47:34 GMT+0100 (英国夏令时间)","Cubicle door handle inside","right","Female","Female","2 CEW033","Cubicle"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:47:36 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","2 CEW033","Cubicle"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:48:16 GMT+0100 (英国夏令时间)","Toilet surface","both","Female","Female","2 CEW033","Cubicle"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:48:18 GMT+0100 (英国夏令时间)","Clothing","left","Female","Female","2 CEW033","Personal"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:49:04 GMT+0100 (英国夏令时间)","Skin","left","Female","Female","2 CEW033","Personal"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:49:05 GMT+0100 (英国夏令时间)","Clothing","right","Female","Female","2 CEW033","Personal"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:49:55 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","2 CEW033","Cubicle"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:49:56 GMT+0100 (英国夏令时间)","Skin","right","Female","Female","2 CEW033","Personal"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:50:50 GMT+0100 (英国夏令时间)","Flush button","right","Female","Female","2 CEW033","Cubicle"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:50:52 GMT+0100 (英国夏令时间)","Cubicle door handle inside","right","Female","Female","2 CEW033","Cubicle"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:52:23 GMT+0100 (英国夏令时间)","Soap dispenser","left","Female","Female","2 CEW033","Hygiene"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:52:24 GMT+0100 (英国夏令时间)","Tap","right","Female","Female","2 CEW033","Hygiene"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:53:17 GMT+0100 (英国夏令时间)","Tap","right","Female","Female","2 CEW033","Hygiene"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:53:41 GMT+0100 (英国夏令时间)","Tap","right","Female","Female","2 CEW033","Hygiene"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:53:43 GMT+0100 (英国夏令时间)","Tissue paper","right","Female","Female","2 CEW033","Hygiene"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:53:46 GMT+0100 (英国夏令时间)","Tissue paper","right","Female","Female","2 CEW033","Hygiene"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:53:49 GMT+0100 (英国夏令时间)","Bin outside the cubicle","left","Female","Female","2 CEW033","Hygiene"
"MPKNA1648J","CEW033","Defecation",NA,",Touched Sun Aug 07 2022 17:53:51 GMT+0100 (英国夏令时间)","Inside door handle","left","Female","Female","2 CEW033","Door"
"HTGKD6878C","CEW033","MHM","sanitary pad","Touched Sun Aug 07 2022 17:57:37 GMT+0100 (英国夏令时间)","Outside door handle","right","Female","Female","3 CEW033","Door"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 17:57:41 GMT+0100 (英国夏令时间)","Cubicle door handle outside","left","Female","Female","3 CEW033","Cubicle"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 17:57:41 GMT+0100 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","3 CEW033","Cubicle"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 17:57:44 GMT+0100 (英国夏令时间)","Cubicle door handle inside","right","Female","Female","3 CEW033","Cubicle"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 17:57:53 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","3 CEW033","Cubicle"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 17:57:56 GMT+0100 (英国夏令时间)","Toilet surface","both","Female","Female","3 CEW033","Cubicle"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 17:59:56 GMT+0100 (英国夏令时间)","Clothing","left","Female","Female","3 CEW033","Personal"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 17:59:57 GMT+0100 (英国夏令时间)","Sanitary pad","left","Female","Female","3 CEW033","MHM"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 17:59:58 GMT+0100 (英国夏令时间)","Skin","right","Female","Female","3 CEW033","Personal"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:00:41 GMT+0100 (英国夏令时间)","Sanitary pad","left","Female","Female","3 CEW033","MHM"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:00:42 GMT+0100 (英国夏令时间)","Sanitary pad","both","Female","Female","3 CEW033","MHM"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:00:43 GMT+0100 (英国夏令时间)","Skin","right","Female","Female","3 CEW033","Personal"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:01:01 GMT+0100 (英国夏令时间)","Clothing","right","Female","Female","3 CEW033","Personal"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:01:03 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","3 CEW033","Cubicle"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:01:20 GMT+0100 (英国夏令时间)","Skin","right","Female","Female","3 CEW033","Personal"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:01:21 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","3 CEW033","Personal"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:01:25 GMT+0100 (英国夏令时间)","Flush button","right","Female","Female","3 CEW033","Cubicle"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:01:48 GMT+0100 (英国夏令时间)","Cubicle door handle inside","right","Female","Female","3 CEW033","Cubicle"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:01:49 GMT+0100 (英国夏令时间)","Bag","right","Female","Female","3 CEW033","Personal"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:01:55 GMT+0100 (英国夏令时间)","Soap dispenser","left","Female","Female","3 CEW033","Hygiene"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:02:05 GMT+0100 (英国夏令时间)","Tap","right","Female","Female","3 CEW033","Hygiene"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:02:05 GMT+0100 (英国夏令时间)","Tap","left","Female","Female","3 CEW033","Hygiene"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:02:07 GMT+0100 (英国夏令时间)","Tap","right","Female","Female","3 CEW033","Hygiene"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:02:22 GMT+0100 (英国夏令时间)","Tissue paper","left","Female","Female","3 CEW033","Hygiene"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:02:24 GMT+0100 (英国夏令时间)","Tissue paper","right","Female","Female","3 CEW033","Hygiene"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:02:27 GMT+0100 (英国夏令时间)","Bin outside the cubicle","left","Female","Female","3 CEW033","Hygiene"
"HTGKD6878C","CEW033","MHM","sanitary pad",",Touched Sun Aug 07 2022 18:02:29 GMT+0100 (英国夏令时间)","Inside door handle","left","Female","Female","3 CEW033","Door"
"DYCUZ2706F","CEW035","Urination",NA,"Touched Sun Aug 07 2022 18:33:45 GMT+0099 (英国夏令时间)","Outside door handle","right","Female","Female","1 CEW035","Door"
"DYCUZ2706F","CEW035","Urination",NA,"Touched Sun Aug 07 2022 18:33:50 GMT+0100 (英国夏令时间)","Cubicle door handle outside","left","Female","Female","1 CEW035","Cubicle"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:34:31 GMT+0100 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","1 CEW035","Cubicle"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:34:32 GMT+0100 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","1 CEW035","Cubicle"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:34:34 GMT+0100 (英国夏令时间)","Toilet surface","left","Female","Female","1 CEW035","Cubicle"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:35:34 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","1 CEW035","Personal"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:35:35 GMT+0100 (英国夏令时间)","Face","left","Female","Female","1 CEW035","Personal"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:36:17 GMT+0100 (英国夏令时间)","Toilet paper","left","Female","Female","1 CEW035","Cubicle"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:36:18 GMT+0100 (英国夏令时间)","Toilet paper","right","Female","Female","1 CEW035","Cubicle"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:37:55 GMT+0100 (英国夏令时间)","Skin","right","Female","Female","1 CEW035","Personal"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:37:56 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","1 CEW035","Personal"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:38:00 GMT+0100 (英国夏令时间)","Flush button","left","Female","Female","1 CEW035","Cubicle"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:38:01 GMT+0100 (英国夏令时间)","Cubicle door handle inside","right","Female","Female","1 CEW035","Cubicle"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:38:08 GMT+0100 (英国夏令时间)","Tap","left","Female","Female","1 CEW035","Hygiene"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:38:13 GMT+0100 (英国夏令时间)","Soap dispenser","right","Female","Female","1 CEW035","Hygiene"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:38:24 GMT+0100 (英国夏令时间)","Tap","left","Female","Female","1 CEW035","Hygiene"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:38:26 GMT+0100 (英国夏令时间)","Tap","left","Female","Female","1 CEW035","Hygiene"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:39:13 GMT+0100 (英国夏令时间)","Tissue paper","left","Female","Female","1 CEW035","Hygiene"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:39:13 GMT+0100 (英国夏令时间)","Bin outside the cubicle","left","Female","Female","1 CEW035","Hygiene"
"DYCUZ2706F","CEW035","Urination",NA,",Touched Sun Aug 07 2022 18:39:15 GMT+0100 (英国夏令时间)","Inside door handle","left","Female","Female","1 CEW035","Door"
"YPOJX1207C","CEW035","Defecation",NA,"Touched Sun Aug 07 2022 18:45:19 GMT+0100 (英国夏令时间)","Outside door handle","right","Female","Female","2 CEW035","Door"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:45:34 GMT+0100 (英国夏令时间)","Cubicle door handle outside","left","Female","Female","2 CEW035","Cubicle"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:45:36 GMT+0100 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","2 CEW035","Cubicle"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:45:38 GMT+0100 (英国夏令时间)","Cubicle door handle inside","right","Female","Female","2 CEW035","Cubicle"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:45:39 GMT+0100 (英国夏令时间)","Toilet surface","right","Female","Female","2 CEW035","Cubicle"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:46:31 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","2 CEW035","Personal"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:46:32 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","2 CEW035","Personal"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:46:35 GMT+0100 (英国夏令时间)","Clothing","left","Female","Female","2 CEW035","Personal"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:48:07 GMT+0100 (英国夏令时间)","Clothing","right","Female","Female","2 CEW035","Personal"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:48:09 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","2 CEW035","Personal"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:48:11 GMT+0100 (英国夏令时间)","Toilet paper","right","Female","Female","2 CEW035","Cubicle"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:48:24 GMT+0100 (英国夏令时间)","Toilet paper","both","Female","Female","2 CEW035","Cubicle"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:48:25 GMT+0100 (英国夏令时间)","Skin","right","Female","Female","2 CEW035","Personal"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:48:30 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","2 CEW035","Personal"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:48:37 GMT+0100 (英国夏令时间)","Flush button","left","Female","Female","2 CEW035","Cubicle"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:48:54 GMT+0100 (英国夏令时间)","Cubicle door handle inside","right","Female","Female","2 CEW035","Cubicle"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:48:55 GMT+0100 (英国夏令时间)","Tap","left","Female","Female","2 CEW035","Hygiene"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:48:59 GMT+0100 (英国夏令时间)","Soap dispenser","right","Female","Female","2 CEW035","Hygiene"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:49:03 GMT+0100 (英国夏令时间)","Tap","left","Female","Female","2 CEW035","Hygiene"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:49:08 GMT+0100 (英国夏令时间)","Tap","left","Female","Female","2 CEW035","Hygiene"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:49:15 GMT+0100 (英国夏令时间)","Soap dispenser","right","Female","Female","2 CEW035","Hygiene"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:49:25 GMT+0100 (英国夏令时间)","Tap","left","Female","Female","2 CEW035","Hygiene"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:49:28 GMT+0100 (英国夏令时间)","Tissue paper","left","Female","Female","2 CEW035","Hygiene"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:49:31 GMT+0100 (英国夏令时间)","Bin outside the cubicle","left","Female","Female","2 CEW035","Hygiene"
"YPOJX1207C","CEW035","Defecation",NA,",Touched Sun Aug 07 2022 18:50:18 GMT+0100 (英国夏令时间)","Inside door handle","left","Female","Female","2 CEW035","Door"
"PQUXS6985E","CEW035","MHM","tampon","Touched Sun Aug 07 2022 18:52:55 GMT+0100 (英国夏令时间)","Outside door handle","right","Female","Female","3 CEW035","Door"
"PQUXS6985E","CEW035","MHM","tampon",",Touched Sun Aug 07 2022 18:53:05 GMT+0100 (英国夏令时间)","Cubicle door handle outside","left","Female","Female","3 CEW035","Cubicle"
"PQUXS6985E","CEW035","MHM","tampon",",Touched Sun Aug 07 2022 18:53:06 GMT+0100 (英国夏令时间)","Cubicle door handle inside","left","Female","Female","3 CEW035","Cubicle"
"PQUXS6985E","CEW035","MHM","tampon",",Touched Sun Aug 07 2022 18:53:10 GMT+0100 (英国夏令时间)","Cubicle door handle inside","right","Female","Female","3 CEW035","Cubicle"
"PQUXS6985E","CEW035","MHM","tampon",",Touched Sun Aug 07 2022 18:53:11 GMT+0100 (英国夏令时间)","Toilet surface","right","Female","Female","3 CEW035","Cubicle"
"PQUXS6985E","CEW035","MHM","tampon",",Touched Sun Aug 07 2022 18:53:13 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","3 CEW035","Personal"
"PQUXS6985E","CEW035","MHM","tampon",",Touched Sun Aug 07 2022 18:53:17 GMT+0100 (英国夏令时间)","Face","left","Female","Female","3 CEW035","Personal"
"PQUXS6985E","CEW035","MHM","tampon",",Touched Sun Aug 07 2022 18:53:24 GMT+0100 (英国夏令时间)","Clothing","both","Female","Female","3 CEW035","Personal"
